correct value,prediction
1.0,0.46124405
1.0,1.0969458
0.0,0.15468931
1.0,1.2183604
1.0,0.9142063
0.0,0.29040533
1.0,0.6830823
1.0,1.1248796
1.0,0.7955976
1.0,0.4966228
0.0,0.33751154
1.0,0.79065716
1.0,1.0473926
0.0,0.32311064
0.0,0.18435442
1.0,0.44634372
0.0,0.18778974
1.0,0.5067028
1.0,0.89620346
0.0,0.3041983
1.0,0.37371427
1.0,0.45199984
1.0,0.3722761
1.0,1.1290021
1.0,1.3348167
1.0,0.37660223
0.0,0.19591403
0.0,0.24649829
1.0,1.077719
1.0,0.5050873
1.0,0.4633234
1.0,0.39475417
1.0,0.6706447
1.0,1.0358622
1.0,0.5053424
0.0,0.30821723
1.0,0.7437888
1.0,0.7702514
1.0,1.0166333
1.0,1.9440958
1.0,0.40756762
0.0,0.19207454
1.0,1.0524056
1.0,0.7509463
1.0,0.38793868
1.0,0.447204
0.0,0.31058016
1.0,1.0908275
1.0,1.4874444
1.0,2.2927914
1.0,0.43763036
1.0,1.3478725
1.0,1.4573574
0.0,0.37136978
1.0,0.6252058
1.0,0.8218551
1.0,0.40077686
0.0,0.24497432
1.0,0.7980156
1.0,1.2446513
0.0,0.29108983
1.0,0.38532257
1.0,0.48857385
1.0,0.569349
0.0,0.3295744
0.0,0.29500517
1.0,1.3678157
1.0,0.58670276
1.0,0.960102
1.0,0.8027509
1.0,1.16344
1.0,0.5777893
1.0,0.5671442
0.0,0.2481522
1.0,0.41587275
1.0,1.2413843
1.0,0.72978586
0.0,0.25637987
1.0,0.41531074
0.0,0.12880729
1.0,0.72848713
0.0,0.17887509
1.0,1.2918265
1.0,0.61965287
1.0,0.43247908
0.0,0.28152797
0.0,0.1716905
1.0,1.312146
1.0,1.7448952
0.0,0.34409073
1.0,1.1021278
1.0,1.0869234
1.0,0.7465871
1.0,1.1258876
1.0,1.0824118
1.0,1.6745961
0.0,0.33888292
1.0,1.0660031
0.0,0.24875325
1.0,0.7699806
1.0,0.44389027
1.0,1.8626108
1.0,0.89145845
1.0,1.0729506
1.0,0.42049515
1.0,1.6438355
0.0,0.29522276
0.0,0.11126
1.0,1.526578
0.0,0.3507285
0.0,0.33857688
1.0,0.40971667
1.0,0.5659043
1.0,0.8307174
1.0,0.57790905
1.0,0.5727517
0.0,0.17220399
0.0,0.26440054
0.0,0.26859355
1.0,1.2534053
1.0,1.2985625
0.0,0.34559023
1.0,0.42104954
0.0,0.24202633
0.0,0.3160919
1.0,0.54836875
1.0,0.44305664
0.0,0.2040757
1.0,0.9056904
1.0,0.38899773
1.0,0.9158514
1.0,0.44580173
0.0,0.1770378
1.0,0.57583857
0.0,0.31362095
1.0,1.1008391
1.0,0.5485746
1.0,1.112608
1.0,0.64226294
1.0,1.0595913
1.0,1.216552
0.0,0.30165154
1.0,0.8334776
0.0,0.20023185
1.0,0.41377646
1.0,0.4115526
1.0,1.007205
1.0,0.4275728
0.0,0.14912385
0.0,0.15730804
0.0,0.2645703
0.0,0.3377588
0.0,0.2527272
1.0,0.48110068
0.0,0.22818762
0.0,0.30769467
1.0,0.9877767
1.0,1.124326
0.0,0.27977917
1.0,0.3834688
1.0,0.5108955
1.0,1.0637167
1.0,0.6696307
1.0,0.59623086
0.0,0.27436176
1.0,2.113645
1.0,1.5888002
1.0,0.9826245
1.0,0.5132702
0.0,0.24928796
1.0,0.43510455
1.0,0.54453105
1.0,0.65048903
1.0,1.6049435
0.0,0.21893477
1.0,0.80274004
0.0,0.30999756
0.0,0.21341893
1.0,0.9687337
1.0,0.41094536
1.0,0.47194487
1.0,0.40924042
0.0,0.19785011
0.0,0.3379053
1.0,0.7987748
1.0,0.4207096
1.0,0.4325319
1.0,0.99184746
1.0,0.7665553
1.0,0.44573253
0.0,0.24356094
